"plays","downloads","loads","finishes","likes","comments","uri","name","duration","created_time","sizes","mean_percent","mean_seconds","sum_seconds","total_seconds"
0,0,6,0,0,0,/videos/16284221,"Screencast short 030 - Gnome - Starter hervorheben deaktivieren",41,2010-10-28T16:26:31+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/16284113,"Screencast short 029 - Gnome - Desktopanzeige deaktivieren",44,2010-10-28T16:22:42+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/16283942,"Screencast short 028 - Gnome - Paneleinstellungen speeren",39,2010-10-28T16:18:19+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/16283776,"Screencast short 027 - Gnome - Minihilfen deaktivieren",48,2010-10-28T16:14:01+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16251183,"Screencast short 026 - Gnome - Mülleimer umgehen",62,2010-10-27T17:37:14+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16250929,"Screencast short 025 - Gnome - Abmelden deaktivieren",33,2010-10-27T17:30:46+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16249626,"Screencast short 024 - Gnome - Bildschirm sperren deaktivieren",34,2010-10-27T16:50:45+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/16248878,"Screencast short 023 - Gnome - Desktop-Symbole deaktivieren",58,2010-10-27T16:26:42+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/15078559,"Screencast 068 - OpenOffice.org - Writer - Ein Dokument speichern",111,2010-09-18T15:13:30+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/16248339,"Screencast short 021 - Gnome - Konfigurationseditor installieren",80,2010-10-27T16:09:18+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16247764,"Screencast short 020 - OpenOffice Writer - Format übertragen",32,2010-10-27T15:50:19+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/16247412,"Screencast short 019 - OpenOffice Writer - blinkender Text",37,2010-10-27T15:39:21+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/16247001,"Screencast short 018 - OpenOffice Writer - Gross- und Kleinschreibung",63,2010-10-27T15:26:07+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16246584,"Screencast short 017 - OpenOffice Writer - Schriftgrösse",35,2010-10-27T15:13:22+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16246440,"Screencast short 016 - OpenOffice Writer - Schriftart",35,2010-10-27T15:08:41+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16180112,"Screencast short 015 - OpenOffice Writer - Zeichenfarbe",43,2010-10-25T18:29:50+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/16179628,"Screencast short 014 - OpenOffice Writer - Texthintergrundfarbe",42,2010-10-25T18:17:15+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/16144034,"Screencast short 001 - OpenOffice Writer - Hilfe",55,2010-10-24T17:18:03+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/49856074,"redis - Konfiguration",355,2012-09-20T17:55:45+00:00,Array,0,0,0,0
0,1,23,0,0,0,/videos/132929692,"Jugend hackt 2014",80,2015-07-08T13:17:54+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/84442753,"Linux - Textverarbeitung in der Kommandozeile (Tipp)",174,2014-01-18T01:08:25+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/84442746,"LibreOffice - Calc - Titelleiste, Menüleiste, Symbolleisten",166,2014-01-18T01:08:14+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/83603271,"sed - Erste Schritte mit regulären Ausdrücken",454,2014-01-07T17:09:15+00:00,Array,0,0,0,0
0,1,23,0,0,0,/videos/132821534,"KaOS 2014.04 - Installation - Demo",296,2015-07-07T13:28:18+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/83659404,"LibreOffice Calc - Datensätze säubern, vereinheitlichen und automatisch ausfüllen",306,2014-01-08T08:07:42+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/133485595,"LibreOffice - Calc - Zellhintergrund",95,2015-07-14T19:32:16+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/43622904,"Python-Programmierung - Fehlerbehandlung",390,2012-06-07T18:14:54+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/49853798,"Python-Programmierung -  Generatorfunktionen",326,2012-09-20T17:25:31+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/132929695,"Evolve OS Beta 1 - Demo",244,2015-07-08T13:17:55+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/82658011,"PHP-Programmierung - die switch-Abfrage",225,2013-12-25T06:33:00+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/82658001,"Crashkurs LibreOffice Calc für Datenjournalismus - Ausgabemöglichkeit: HTML",142,2013-12-25T06:32:30+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/82657983,"Dokumente anonymisieren - Linux",329,2013-12-25T06:32:10+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/81105610,"Taskwarrior - Aufgaben beginnen und beenden",95,2013-12-05T15:03:12+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/79595737,"PHP-Programmierung - die while-Schleife",143,2013-11-17T11:04:07+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/15606202,"Screencast glimpse 007 - Fedora 10 Preview",161,2010-10-06T19:02:34+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/16038867,"Screencast glimpse 022 - Ubuntu 9.04 Installation",414,2010-10-20T21:23:10+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/84442789,"Taskwarrior - Reports",215,2014-01-18T01:09:09+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132826528,"LibreOffice - Calc - Inhalte in mehrere Tabellen eintragen",122,2015-07-07T14:15:37+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/43997942,"bottle - Simple Template",330,2012-06-13T20:44:35+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/49911962,"redis - Datentypen - Hashes",274,2012-09-21T13:30:55+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/86819903,"Firefox OS - Apps",211,2014-02-16T12:22:09+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/79530038,"PHP-Programmierung - Escapen",95,2013-11-15T23:40:02+00:00,Array,0,0,0,0
0,1,23,0,0,0,/videos/132206548,"Linux - Verschlüsselten Container erstellen für Genießer",450,2015-06-30T12:44:11+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/133446615,"LibreOffice - Calc - Daten ändern",234,2015-07-14T13:03:32+00:00,Array,0,0,0,0
0,0,2,0,0,0,/videos/80029664,"redis - Replikation",144,2013-11-22T00:26:17+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132210711,"Ubuntu Touch - Bedienung",353,2015-06-30T13:28:33+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/87981709,"Firefox OS - Einstellungen - Sprache",71,2014-03-02T11:14:19+00:00,Array,0,0,0,0
0,0,4,0,0,0,/videos/88224780,"LibreOffice - Calc - Umgang mit einer CSV-Datei",300,2014-03-05T05:35:57+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/87058261,"LibreOffice - Calc - Rechenleiste",255,2014-02-19T05:04:09+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/29191261,"Webzugriff - Zerlegen der URL",337,2011-09-17T17:30:22+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132215259,"Firefox OS 1.3 Simulator installieren",190,2015-06-30T14:11:07+00:00,Array,0,0,0,0
0,0,24,0,0,0,/videos/29447319,"nautilus-image-converter, nautilus-open-terminal",190,2011-09-22T20:01:14+00:00,Array,0,0,0,0
0,1,20,0,0,0,/videos/132819268,"LibreOffice - Calc - Zahlen und Text eingeben",223,2015-07-07T13:02:45+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/45601220,"HTML5 - Verschachtelung, strong und Kommentar",214,2012-07-11T20:39:24+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132217985,"LibreOffice - Makroorganisation",322,2015-06-30T14:35:07+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/90161090,"Firefox OS - Einstellungen - Ton",99,2014-03-26T20:46:35+00:00,Array,0,0,0,0
0,1,18,0,0,0,/videos/132325012,"reveal.js - Text einblenden",194,2015-07-01T13:00:13+00:00,Array,0,0,0,194
0,0,15,0,0,0,/videos/133454875,"LibreOffice - Calc - Schrift formatieren",170,2015-07-14T14:31:16+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132219570,"Linux - Spurenarm Surfen - Konzept",175,2015-06-30T14:48:29+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/15501858,"Screencast glimpse 002 - Fedora 7 Test 4 (ohne Audio)",250,2010-10-03T14:06:25+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/91485689,"Taskwarrior - Spezielle Reports",185,2014-04-09T04:36:19+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/46144210,"Ultimate Edition 3.3 - Demo",402,2012-07-21T14:44:42+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/50928702,"Gnome3 - eine neue Suche hinzufügen",470,2012-10-07T15:19:06+00:00,Array,0,0,0,0
0,0,23,0,0,0,/videos/15199016,"Screencast 072 - Medienwiedergabe in der Konsole - mp3blaster",287,2010-09-22T18:42:33+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/37061972,"LibreOffice - Writer - Dokumentansicht",140,2012-02-19T17:30:26+00:00,Array,0,0,0,0
0,0,10,0,0,0,/videos/46146599,"jQuery - ready- und click-Methode",239,2012-07-21T16:01:59+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/15276891,"Screencast 078 - OpenOffice.org - Writer - Nach PDF exportieren",156,2010-09-25T13:25:40+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/16032518,"Screencast glimpse 019 - PCLinuxOS 2009.1",336,2010-10-20T18:12:29+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/120825606,"Firefox - schnelle Youtube-Suche (Add-on Search in Youtube)",77,2015-02-27T19:02:23+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/81575416,"Python-Programmierung - Reguläre Ausdrücke - Zeichenkunde",578,2013-12-11T06:10:03+00:00,Array,0,0,0,0
0,1,20,0,0,0,/videos/132327499,"Linux - commandlinefu liefert Beispiele zu Terminalbefehlen",321,2015-07-01T13:28:14+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/46365129,"Matplotlib und Pylab - das Beispiel etwas aufgebessert",256,2012-07-25T14:50:08+00:00,Array,0,0,0,0
0,0,29,0,0,0,/videos/13884323,"Linux - Audio-CD auslesen (Desktopmodus)",345,2010-08-04T15:26:11+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/79595761,"PHP-Programmierung - if-Abfrage",371,2013-11-17T11:04:55+00:00,Array,0,0,0,0
0,0,31,0,0,0,/videos/36857289,"Python-Programmierung - Module selbst gemacht",193,2012-02-15T20:27:12+00:00,Array,0,0,0,0
0,2,32,0,0,0,/videos/132815111,"Geeksphone Revolution - Firefox OS installieren",258,2015-07-07T12:11:43+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/123624354,"Linux - Prozesse anzeigen, die Dateien auf einen bestimmten Mountpunkt benutzen",174,2015-03-30T14:00:48+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/49107086,"Linux - bleachbit",228,2012-09-09T13:25:49+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/128161643,"Youtube-Videos mittels VLC abspielen",175,2015-05-18T16:28:12+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/15036010,"Screencast 065 - Nautilus - Modus ändern",133,2010-09-16T20:40:33+00:00,Array,0,0,0,133
0,0,13,0,0,0,/videos/14397283,"Screencast 031 - Menüs bearbeiten",439,2010-08-24T17:41:29+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/15000898,"Screencast 062 - Nautilus - Tastenkürzel",180,2010-09-15T18:26:35+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/14996729,"Screencast 061 - OpenOffice.org - Writer - Ein neues Dokument erstellen",184,2010-09-15T16:09:26+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/14906507,"Screencast 060 - wallpaper-tray",109,2010-09-12T19:18:39+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/14869790,"Screencast 059 - Nautilus - Dateivorschau",143,2010-09-10T21:47:00+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/14866894,"Screencast 058 - OpenOffice.org - Writer - Navigator verwenden",231,2010-09-10T19:49:04+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/14864478,"Screencast 057 - Desktop Drapes",82,2010-09-10T18:13:49+00:00,Array,0,0,0,0
0,0,6,0,0,0,/videos/14860438,"Screencast 056 - Nautilus - Lesezeichen",143,2010-09-10T15:22:48+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/14858421,"Screencast 055 - OpenOffice.org - Writer - Dokumentenansicht ändern",149,2010-09-10T13:58:17+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/14839943,"Screencast 054 - Nautilus - Dateien verstecken",126,2010-09-09T20:24:14+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/14124363,"Screencast 026 - Desktop Effects",374,2010-08-13T19:14:11+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/14831412,"Screencast 052 - OpenOffice.org - Die Writer-Benutzeroberfläche",436,2010-09-09T15:29:09+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/14804579,"Screencast 051 - Ubuntu im Textmodus",187,2010-09-08T17:41:42+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/14122944,"Screencast 025 - Inkscape - erster Schritt",246,2010-08-13T18:14:25+00:00,Array,0,0,0,0
0,0,20,0,0,0,/videos/14715186,"Screencast 049 - logout (Abmeldung)",299,2010-09-05T15:22:00+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/14702266,"Screencast 048 - OpenOffice.org - Textverarbeitung starten",393,2010-09-04T21:05:54+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/14699462,"Screencast 047 - glipper - Zwischenablagenverwalter",212,2010-09-04T18:22:09+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/14695975,"Screencast 046 - login",171,2010-09-04T15:02:21+00:00,Array,0,0,0,0
0,0,14,0,0,0,/videos/14118445,"Linux - Zeit und Datum",391,2010-08-13T15:10:53+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/14621791,"Screencast 044 - SSHFS im Einsatz",311,2010-09-01T21:24:41+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/14617195,"Screencast 043 - Verzeichnis mit encfs verschlüsseln",510,2010-09-01T18:44:34+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/17616891,"Ubuntu 11.04 Alpha1 mit Unity-Desktop",217,2010-12-08T22:33:01+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/14587129,"Screencast 041 - pup - Updates",221,2010-08-31T18:59:22+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/14584018,"Screencast 040 - yum",411,2010-08-31T17:17:12+00:00,Array,0,0,0,0
0,0,7,0,0,0,/videos/14579957,"Screencast 039 - yumex installieren",113,2010-08-31T14:57:33+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/14548603,"Screencast 038 - Mauszeiger",157,2010-08-30T15:07:58+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/14489898,"Screencast 037 - pessulus",252,2010-08-27T20:49:25+00:00,Array,0,0,0,0
0,0,13,0,0,0,/videos/14487470,"Screencast 036 - Prozesse killen",397,2010-08-27T19:08:02+00:00,Array,0,0,0,0
0,0,30,0,0,0,/videos/13802199,"Linux - Links",440,2010-08-01T15:56:36+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/14460390,"Screencast 034 - Videos in ASCII",141,2010-08-26T19:31:16+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/14431761,"Screencast 033 - Packen und Entpacken (Textmodus)",415,2010-08-25T19:53:42+00:00,Array,0,0,0,0
0,0,8,0,0,0,/videos/14400533,"Screencast 032 - Packen und Entpacken (Desktop)",365,2010-08-24T19:26:27+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/86819899,"Firefox OS - Einstellungen",166,2014-02-16T12:22:04+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/14394099,"Screencast 030 - bash - Kommandoausführung",438,2010-08-24T15:46:24+00:00,Array,0,0,0,0
0,1,27,0,0,0,/videos/132199960,"GIMP - Sitzung zurücksetzen",228,2015-06-30T11:19:10+00:00,Array,0,0,0,0
0,1,24,0,0,0,/videos/132821535,"KaOS 2014.04 - Demo",298,2015-07-07T13:28:18+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/132822989,"SVGeneration erzeugt über 80 Muster für Wallpaper und Hintergründe als SVG",101,2015-07-07T13:42:51+00:00,Array,0,0,0,0
0,1,24,0,0,0,/videos/132914488,"Firefox 29 mit Australis für Linux",194,2015-07-08T09:47:40+00:00,Array,0,0,0,0
0,0,9,0,0,0,/videos/44612667,"Ruby - Kommentare",203,2012-06-24T17:21:20+00:00,Array,0,0,0,0
0,0,5,0,0,0,/videos/88224788,"LibreOffice - Calc - Navigieren",311,2014-03-05T05:36:09+00:00,Array,0,0,0,0
0,1,22,0,0,0,/videos/132317465,"LibreOffice - Makros importieren",261,2015-07-01T11:21:08+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/32990245,"Gnome3 - Sushi",316,2011-12-01T20:37:08+00:00,Array,0,0,0,0
0,0,11,0,0,0,/videos/46141832,"LibreOffice - Writer - Autoformatierung",214,2012-07-21T13:15:49+00:00,Array,0,0,0,0
0,1,19,0,0,0,/videos/132325016,"reveal.js - vertikale Navigation und Links",269,2015-07-01T13:00:13+00:00,Array,0,0,0,0
0,1,27,0,0,0,/videos/132919987,"Gnome3 - Numlock- und Capslock-Status im Panel anzeigen",127,2015-07-08T11:10:40+00:00,Array,0,0,0,0
0,1,26,0,0,0,/videos/132923578,"AngularJS - Was ist angular.js",356,2015-07-08T12:00:22+00:00,Array,0,0,0,0
0,0,28,0,0,0,/videos/80423317,"blockdiag - Diagramm erstellen",283,2013-11-26T23:55:44+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/13797432,"Linux - Dateien (Desktopmodus)",453,2010-08-01T09:11:59+00:00,Array,0,0,0,0
0,0,12,0,0,0,/videos/14142211,"Screencast 029 - OpenOffice - erster Schritt",303,2010-08-14T18:07:40+00:00,Array,0,0,0,0
0,0,21,0,0,0,/videos/13783777,"Linux - Bildschirmfotos erstellen",360,2010-07-31T15:14:46+00:00,Array,0,0,0,0
0,0,17,0,0,0,/videos/13544647,"Linux - Wort- und Zeichenanzahl ermitteln",259,2010-07-22T14:05:54+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/13733994,"Linux - Bildschirmschoner",301,2010-07-29T14:47:59+00:00,Array,0,0,0,0
0,0,20,0,0,0,/videos/13679353,"Linux - mal ohne Maus",336,2010-07-27T16:53:51+00:00,Array,0,0,0,0
0,0,23,0,0,0,/videos/13601833,"Linux - Ordner (Textmodus)",461,2010-07-24T13:29:53+00:00,Array,0,0,0,0
0,0,21,0,0,0,/videos/13578729,"Linux - Ordner (Desktopmodus)",291,2010-07-23T15:13:18+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/80029657,"PHP-Programmierung - die for-Schleife",114,2013-11-22T00:26:10+00:00,Array,0,0,0,0
0,0,15,0,0,0,/videos/43699773,"bottle - Dynamisches Routing",373,2012-06-08T21:27:15+00:00,Array,0,0,0,0
0,0,18,0,0,0,/videos/14127043,"Screencast 027 - Desktop Effects Tastenkombinationen",252,2010-08-13T21:11:09+00:00,Array,0,0,0,0
0,0,16,0,0,0,/videos/13394883,"Linux - Textdateien anschauen Teil2",372,2010-07-16T16:44:21+00:00,Array,0,0,0,0
0,1,26,0,0,0,/videos/13365067,"Linux - Textdateien anschauen Teil1",283,2010-07-15T16:06:31+00:00,Array,0,0,0,0
"
",,,,,,,,,,,,,,
